index,image_path,true_label,predicted_label,valid,correct,wall_s,prompt_ms,predicted_ms,prompt_tokens,cached_tokens,predicted_tokens,raw_response,error
1,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop/stop_00010.jpg,stop,palm,1,0,1.723852,1449.69,232.024,375,0,3,palm,
2,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop_inverted/stop_inverted_00007.jpg,stop_inverted,stop,1,0,1.608905,1456.627,111.012,375,0,2,stop,
3,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/like/like_00005.jpg,like,like,1,1,1.572453,1418.863,113.003,375,0,2,like,
4,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/two_up_inverted/two_up_inverted_00000.jpg,two_up_inverted,peace,1,0,1.570148,1418.08,111.791,375,0,2,peace,
5,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/one/one_00000.jpg,one,one,1,1,1.567831,1417.782,111.059,375,0,2,one,
6,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace_inverted/peace_inverted_00008.jpg,peace_inverted,peace,1,0,1.564838,1413.534,111.088,375,0,2,peace,
7,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/three2/three2_00011.jpg,three2,peace,1,0,1.580651,1426.046,113.173,375,0,2,peace,
8,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/ok/ok_00002.jpg,ok,ok,1,1,1.568944,1418.283,111.526,375,0,2,ok,
9,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace/peace_00010.jpg,peace,peace,1,1,1.572012,1419.94,112.688,375,0,2,peace,
10,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/ok/ok_00017.jpg,ok,ok,1,1,1.566327,1413.838,111.374,375,0,2,ok,
11,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/three2/three2_00016.jpg,three2,peace,1,0,1.566031,1413.188,110.706,375,0,2,peace,
12,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/mute/mute_00006.jpg,mute,mute,1,1,1.576309,1421.644,111.365,375,0,2,mute,
13,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/one/one_00015.jpg,one,one,1,1,1.562308,1409.933,110.931,375,0,2,one,
14,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/no_gesture/no_gesture_00008.jpg,no_gesture,no_gesture,1,1,1.773889,1399.748,334.199,364,0,4,no_gesture,
15,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop/stop_00005.jpg,stop,stop,1,1,1.578677,1426.729,111.573,375,0,2,stop,
16,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/two_up/two_up_00018.jpg,two_up,peace,1,0,1.578935,1425.58,112.86,375,0,2,peace,
17,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace_inverted/peace_inverted_00015.jpg,peace_inverted,peace,1,0,1.570205,1418.704,111.194,375,0,2,peace,
18,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/mute/mute_00017.jpg,mute,mute,1,1,1.505559,1355.585,111.499,353,0,2,mute,
19,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/rock/rock_00013.jpg,rock,call,1,0,1.568146,1417.325,110.569,375,0,2,call,
20,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace_inverted/peace_inverted_00013.jpg,peace_inverted,peace,1,0,1.575296,1423.431,110.475,375,0,2,peace,
21,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop_inverted/stop_inverted_00015.jpg,stop_inverted,stop,1,0,1.563456,1411.446,110.44,375,0,2,stop,
22,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/no_gesture/no_gesture_00006.jpg,no_gesture,no_gesture,1,1,1.605457,1237.169,335.036,320,0,4,no_gesture,
23,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/fist/fist_00014.jpg,fist,fist,1,1,1.697133,1425.302,230.086,375,0,3,fist,
24,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/three/three_00011.jpg,three,peace,1,0,1.571510,1417.971,112.801,375,0,2,peace,
25,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace/peace_00005.jpg,peace,peace,1,1,1.557202,1405.501,110.589,375,0,2,peace,
26,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/rock/rock_00006.jpg,rock,rock,1,1,1.550225,1399.387,111.358,375,0,2,rock,
27,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/no_gesture/no_gesture_00002.jpg,no_gesture,no_gesture,1,1,1.780495,1406.749,334.394,375,0,4,no_gesture,
28,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop/stop_00002.jpg,stop,stop,1,1,1.566412,1412.484,110.688,375,0,2,stop,
29,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/rock/rock_00007.jpg,rock,rock,1,1,1.557274,1404.305,112.113,375,0,2,rock,
30,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/palm/palm_00012.jpg,palm,stop,1,0,1.552359,1401.717,109.994,375,0,2,stop,
31,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/three2/three2_00001.jpg,three2,peace,1,0,1.552952,1401.007,110.45,375,0,2,peace,
32,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/ok/ok_00016.jpg,ok,ok,1,1,1.554171,1400.799,110.881,375,0,2,ok,
33,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace_inverted/peace_inverted_00005.jpg,peace_inverted,peace,1,0,1.548923,1398.276,110.46,375,0,2,peace,
34,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop/stop_00004.jpg,stop,stop,1,1,1.556717,1404.403,111.376,375,0,2,stop,
35,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/one/one_00016.jpg,one,one,1,1,1.495466,1347.498,110.297,353,0,2,one,
36,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/two_up_inverted/two_up_inverted_00018.jpg,two_up_inverted,one,1,0,1.554985,1405.064,110.26,375,0,2,one,
37,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/four/four_00002.jpg,four,four,1,1,1.556869,1405.551,110.781,375,0,2,four,
38,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/fist/fist_00009.jpg,fist,fist,1,1,1.605312,1336.912,229.159,353,0,3,fist,
39,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/mute/mute_00007.jpg,mute,mute,1,1,1.570415,1417.571,112.201,375,0,2,mute,
40,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/ok/ok_00010.jpg,ok,ok,1,1,1.567732,1416.176,110.798,375,0,2,ok,
41,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/two_up/two_up_00009.jpg,two_up,two_up,1,1,1.647072,1375.402,230.591,364,0,3,two_up,
42,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/rock/rock_00011.jpg,rock,rock,1,1,1.569607,1416.081,110.904,375,0,2,rock,
43,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace/peace_00003.jpg,peace,peace,1,1,1.564658,1411.582,111.725,375,0,2,peace,
44,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/two_up/two_up_00001.jpg,two_up,peace,1,0,1.555044,1402.923,110.925,375,0,2,peace,
45,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/palm/palm_00019.jpg,palm,stop,1,0,1.492073,1341.126,110.875,353,0,2,stop,
46,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace/peace_00019.jpg,peace,peace,1,1,1.563406,1410.547,110.991,375,0,2,peace,
47,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/like/like_00009.jpg,like,like,1,1,1.558362,1404.227,110.773,375,0,2,like,
48,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/four/four_00004.jpg,four,three,1,0,1.557559,1406.145,110.857,375,0,2,three,
49,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/fist/fist_00005.jpg,fist,fist,1,1,1.632668,1364.149,229.122,364,0,3,fist,
50,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace_inverted/peace_inverted_00001.jpg,peace_inverted,peace,1,0,1.587600,1433.139,114.678,375,0,2,peace,
51,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/dislike/dislike_00018.jpg,dislike,dislike,1,1,1.687971,1413.551,233.042,375,0,3,dislike,
52,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/no_gesture/no_gesture_00016.jpg,no_gesture,fist,1,0,1.577158,1307.436,233.537,342,0,3,fist,
53,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop_inverted/stop_inverted_00005.jpg,stop_inverted,stop,1,0,1.572393,1419.964,111.096,375,0,2,stop,
54,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/mute/mute_00001.jpg,mute,mute,1,1,1.565003,1411.521,111.884,375,0,2,mute,
55,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/palm/palm_00011.jpg,palm,palm,1,1,1.684992,1410.284,232.788,375,0,3,palm,
56,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/like/like_00018.jpg,like,like,1,1,1.567662,1412.865,110.636,375,0,2,like,
57,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/palm/palm_00004.jpg,palm,stop,1,0,1.559359,1406.994,111.624,375,0,2,stop,
58,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/call/call_00013.jpg,call,call,1,1,1.557231,1405.976,110.688,375,0,2,call,
59,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/mute/mute_00011.jpg,mute,mute,1,1,1.558464,1406.376,110.959,375,0,2,mute,
60,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/like/like_00015.jpg,like,like,1,1,1.562722,1408.4,111.935,375,0,2,like,
61,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/four/four_00008.jpg,four,palm,1,0,1.679146,1407.819,230.425,375,0,3,palm,
62,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/dislike/dislike_00014.jpg,dislike,dislike,1,1,1.689504,1417.332,231.636,375,0,3,dislike,
63,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/palm/palm_00009.jpg,palm,palm,1,1,1.681600,1410.583,231.401,375,0,3,palm,
64,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop_inverted/stop_inverted_00004.jpg,stop_inverted,stop,1,0,1.572483,1420.493,111.2,375,0,2,stop,
65,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/fist/fist_00008.jpg,fist,fist,1,1,1.672280,1400.324,230.052,375,0,3,fist,
66,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/two_up/two_up_00013.jpg,two_up,two_up,1,1,1.682729,1411.181,231.307,375,0,3,two_up,
67,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace/peace_00006.jpg,peace,peace,1,1,1.565102,1414.175,110.945,375,0,2,peace,
68,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/three2/three2_00006.jpg,three2,peace,1,0,1.557333,1404.517,111.263,375,0,2,peace,
