index,image_path,true_label,predicted_label,valid,correct,wall_s,prompt_ms,predicted_ms,prompt_tokens,cached_tokens,predicted_tokens,raw_response,error
1,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop/stop_00010.jpg,stop,palm,1,0,1.798363,1550.167,206.308,375,0,3,palm,
2,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop_inverted/stop_inverted_00007.jpg,stop_inverted,stop,1,0,1.679223,1538.095,100.14,375,0,2,stop,
3,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/like/like_00005.jpg,like,like,1,1,1.672150,1531.337,100.058,375,0,2,like,
4,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/two_up_inverted/two_up_inverted_00000.jpg,two_up_inverted,peace,1,0,1.669882,1530.407,99.305,375,0,2,peace,
5,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/one/one_00000.jpg,one,one,1,1,1.669594,1530.828,99.838,375,0,2,one,
6,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace_inverted/peace_inverted_00008.jpg,peace_inverted,peace,1,0,1.660415,1521.829,98.559,375,0,2,peace,
7,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/three2/three2_00011.jpg,three2,peace,1,0,1.659880,1519.545,98.093,375,0,2,peace,
8,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/ok/ok_00002.jpg,ok,ok,1,1,1.665774,1527.082,99.871,375,0,2,ok,
9,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace/peace_00010.jpg,peace,peace,1,1,1.662083,1524.701,97.919,375,0,2,peace,
10,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/ok/ok_00017.jpg,ok,ok,1,1,1.656831,1518.693,97.146,375,0,2,ok,
11,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/three2/three2_00016.jpg,three2,peace,1,0,1.656955,1522.441,98.963,375,0,2,peace,
12,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/mute/mute_00006.jpg,mute,mute,1,1,1.661355,1520.29,97.84,375,0,2,mute,
13,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/one/one_00015.jpg,one,one,1,1,1.662839,1523.741,97.711,375,0,2,one,
14,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/no_gesture/no_gesture_00008.jpg,no_gesture,fist,1,0,1.742232,1497.707,204.516,364,0,3,fist,
15,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop/stop_00005.jpg,stop,stop,1,1,1.679556,1539.727,98.86,375,0,2,stop,
16,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/two_up/two_up_00018.jpg,two_up,peace,1,0,1.671028,1532.002,98.71,375,0,2,peace,
17,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace_inverted/peace_inverted_00015.jpg,peace_inverted,peace,1,0,1.666878,1527.295,99.615,375,0,2,peace,
18,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/mute/mute_00017.jpg,mute,mute,1,1,1.592774,1456.155,98.095,353,0,2,mute,
19,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/rock/rock_00013.jpg,rock,call,1,0,1.670034,1532.482,97.563,375,0,2,call,
20,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace_inverted/peace_inverted_00013.jpg,peace_inverted,peace,1,0,1.671486,1530.44,99.526,375,0,2,peace,
21,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop_inverted/stop_inverted_00015.jpg,stop_inverted,stop,1,0,1.667884,1528.711,97.685,375,0,2,stop,
22,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/no_gesture/no_gesture_00006.jpg,no_gesture,no_gesture,1,1,1.683027,1354.765,294.504,320,0,4,no_gesture,
23,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/fist/fist_00014.jpg,fist,fist,1,1,1.777232,1529.366,205.567,375,0,3,fist,
24,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/three/three_00011.jpg,three,peace,1,0,1.686156,1547.228,98.572,375,0,2,peace,
25,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace/peace_00005.jpg,peace,peace,1,1,1.664569,1524.456,98.736,375,0,2,peace,
26,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/rock/rock_00006.jpg,rock,rock,1,1,1.659931,1520.97,99.526,375,0,2,rock,
27,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/no_gesture/no_gesture_00002.jpg,no_gesture,no_gesture,1,1,1.862686,1528.334,294.255,375,0,4,no_gesture,
28,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop/stop_00002.jpg,stop,stop,1,1,1.670894,1529.124,98.138,375,0,2,stop,
29,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/rock/rock_00007.jpg,rock,rock,1,1,1.661751,1522.588,98.572,375,0,2,rock,
30,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/palm/palm_00012.jpg,palm,stop,1,0,1.668826,1529.892,98.312,375,0,2,stop,
31,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/three2/three2_00001.jpg,three2,peace,1,0,1.671252,1531.119,98.616,375,0,2,peace,
32,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/ok/ok_00016.jpg,ok,ok,1,1,1.657711,1517.718,97.767,375,0,2,ok,
33,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace_inverted/peace_inverted_00005.jpg,peace_inverted,peace,1,0,1.661335,1521.938,99.132,375,0,2,peace,
34,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop/stop_00004.jpg,stop,stop,1,1,1.668515,1527.741,100.078,375,0,2,stop,
35,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/one/one_00016.jpg,one,one,1,1,1.594104,1458.673,97.939,353,0,2,one,
36,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/two_up_inverted/two_up_inverted_00018.jpg,two_up_inverted,one,1,0,1.671226,1533.719,98.015,375,0,2,one,
37,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/four/four_00002.jpg,four,four,1,1,1.674655,1535.013,99.054,375,0,2,four,
38,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/fist/fist_00009.jpg,fist,fist,1,1,1.696518,1453.959,203.151,353,0,3,fist,
39,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/mute/mute_00007.jpg,mute,mute,1,1,1.678218,1539.406,98.563,375,0,2,mute,
40,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/ok/ok_00010.jpg,ok,ok,1,1,1.666595,1530.135,96.741,375,0,2,ok,
41,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/two_up/two_up_00009.jpg,two_up,peace,1,0,1.605456,1484.198,98.835,364,0,2,peace,
42,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/rock/rock_00011.jpg,rock,rock,1,1,1.680967,1538.672,99.815,375,0,2,rock,
43,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace/peace_00003.jpg,peace,peace,1,1,1.673191,1532.156,99.56,375,0,2,peace,
44,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/two_up/two_up_00001.jpg,two_up,peace,1,0,1.656970,1518.818,97.657,375,0,2,peace,
45,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/palm/palm_00019.jpg,palm,stop,1,0,1.592391,1454.82,97.809,353,0,2,stop,
46,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace/peace_00019.jpg,peace,peace,1,1,1.665466,1526.95,98.3,375,0,2,peace,
47,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/like/like_00009.jpg,like,like,1,1,1.671291,1529.632,98.19,375,0,2,like,
48,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/four/four_00004.jpg,four,three,1,0,1.656057,1519.454,97.444,375,0,2,three,
49,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/fist/fist_00005.jpg,fist,fist,1,1,1.706044,1481.464,202.563,364,0,3,fist,
50,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace_inverted/peace_inverted_00001.jpg,peace_inverted,peace,1,0,1.680252,1542.235,98.007,375,0,2,peace,
51,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/dislike/dislike_00018.jpg,dislike,dislike,1,1,1.778272,1534.824,202.715,375,0,3,dislike,
52,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/no_gesture/no_gesture_00016.jpg,no_gesture,fist,1,0,1.639234,1412.053,207.102,342,0,3,fist,
53,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop_inverted/stop_inverted_00005.jpg,stop_inverted,stop,1,0,1.687238,1544.224,101.67,375,0,2,stop,
54,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/mute/mute_00001.jpg,mute,mute,1,1,1.671316,1531.625,98.304,375,0,2,mute,
55,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/palm/palm_00011.jpg,palm,stop,1,0,1.665962,1525.049,98.964,375,0,2,stop,
56,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/like/like_00018.jpg,like,like,1,1,1.670638,1527.838,98.414,375,0,2,like,
57,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/palm/palm_00004.jpg,palm,stop,1,0,1.660817,1521.615,98.924,375,0,2,stop,
58,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/call/call_00013.jpg,call,call,1,1,1.659787,1521.873,97.627,375,0,2,call,
59,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/mute/mute_00011.jpg,mute,mute,1,1,1.661834,1521.879,98.971,375,0,2,mute,
60,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/like/like_00015.jpg,like,like,1,1,1.670256,1529.444,98.408,375,0,2,like,
61,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/four/four_00008.jpg,four,palm,1,0,1.768536,1523.716,203.943,375,0,3,palm,
62,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/dislike/dislike_00014.jpg,dislike,dislike,1,1,1.778721,1531.647,206.681,375,0,3,dislike,
63,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/palm/palm_00009.jpg,palm,palm,1,1,1.779699,1530.74,209.415,375,0,3,palm,
64,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop_inverted/stop_inverted_00004.jpg,stop_inverted,stop,1,0,1.669111,1531.102,97.743,375,0,2,stop,
65,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/fist/fist_00008.jpg,fist,fist,1,1,1.773938,1525.832,206.55,375,0,3,fist,
66,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/two_up/two_up_00013.jpg,two_up,two_up,1,1,1.781898,1536.659,204.541,375,0,3,two_up,
67,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/peace/peace_00006.jpg,peace,peace,1,1,1.672472,1533.469,98.752,375,0,2,peace,
68,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/three2/three2_00006.jpg,three2,peace,1,0,1.665645,1525.57,98.6,375,0,2,peace,
69,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/palm/palm_00000.jpg,palm,stop,1,0,1.663506,1524.834,97.685,375,0,2,stop,
70,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/one/one_00007.jpg,one,one,1,1,1.665240,1522.455,98.067,375,0,2,one,
71,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/four/four_00000.jpg,four,stop,1,0,1.661975,1522.705,98.643,375,0,2,stop,
72,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/call/call_00002.jpg,call,call,1,1,1.667488,1528.1,98.92,375,0,2,call,
73,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/four/four_00018.jpg,four,four,1,1,1.662165,1523.607,98.772,375,0,2,four,
74,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/two_up/two_up_00016.jpg,two_up,peace,1,0,1.665346,1524.031,98.864,375,0,2,peace,
75,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/fist/fist_00000.jpg,fist,fist,1,1,1.769505,1522.502,204.424,375,0,3,fist,
76,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/four/four_00003.jpg,four,four,1,1,1.666543,1528.56,98.285,375,0,2,four,
77,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/three/three_00019.jpg,three,peace,1,0,1.663543,1522.905,98.624,375,0,2,peace,
78,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/stop_inverted/stop_inverted_00008.jpg,stop_inverted,stop,1,0,1.618831,1482.718,97.729,364,0,2,stop,
79,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/no_gesture/no_gesture_00018.jpg,no_gesture,no_gesture,1,1,1.731939,1397.085,297.158,342,0,4,no_gesture,
80,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/palm/palm_00013.jpg,palm,stop,1,0,1.681781,1542.64,98.384,375,0,2,stop,
81,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/three2/three2_00004.jpg,three2,peace,1,0,1.676063,1535.477,98.706,375,0,2,peace,
82,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/palm/palm_00018.jpg,palm,stop,1,0,1.666143,1528.223,98.245,375,0,2,stop,
83,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/like/like_00001.jpg,like,like,1,1,1.665288,1526.743,98.679,375,0,2,like,
84,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/call/call_00012.jpg,call,call,1,1,1.670864,1531.286,98.566,375,0,2,call,
85,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/fist/fist_00018.jpg,fist,fist,1,1,1.775590,1528.284,205.155,375,0,3,fist,
86,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/palm/palm_00016.jpg,palm,palm,1,1,1.778885,1532.475,204.814,375,0,3,palm,
87,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/four/four_00013.jpg,four,four,1,1,1.675754,1535.067,97.847,375,0,2,four,
88,/home/andrewchen/vlm-edge-project/data/hagrid_380_resize336/images/two_up/two_up_00002.jpg,two_up,peace,1,0,1.672177,1529.305,100.055,375,0,2,peace,
